text_id,macro_category,n_cases
gig_572,Elaboration,1
gig_574,Extension,1
gig_578,Enhancement,1
gig_578,Extension,1
gig_57a,Enhancement,2
gig_586,Enhancement,1
gig_587,Elaboration,1
gig_587,Enhancement,1
gig_587,Extension,1
gig_588,Enhancement,2
gig_589,Elaboration,2
gig_58b,Enhancement,2
gig_590,Extension,1
gig_591,Elaboration,1
gig_591,Extension,1
gig_592,Extension,1
gig_593,Extension,1
gig_594,Elaboration,1
gig_594,Extension,1
gig_596,Elaboration,1
gig_598,Elaboration,1
gig_599,Elaboration,1
gig_59a,Enhancement,1
gig_600,Extension,2
gig_601,Elaboration,1
gig_601,Extension,2
gig_602,Elaboration,2
gig_602,Extension,1
gig_603,Elaboration,1
gig_603,Extension,1
gig_604,Extension,2
gig_605,Elaboration,1
gig_605,Extension,1
gig_606,Extension,1
gig_607,Enhancement,1
gig_608,Elaboration,1
gig_609,Elaboration,1
gig_60a,Enhancement,1
gig_610,Elaboration,1
gig_610,Enhancement,1
gig_611,Extension,2
gig_612,Elaboration,1
gig_612,Extension,2
gig_613e,Extension,1
gig_614e,Enhancement,2
gig_614g,Enhancement,1
gig_616c,Enhancement,1
gig_617f,Enhancement,1
gig_619f,Enhancement,1
gig_61b,Enhancement,2
gig_621h,Enhancement,2
gig_622e,Enhancement,4
gig_622g,Enhancement,1
gig_623c,Enhancement,1
gig_623d,Enhancement,1
gig_623e,Enhancement,3
gig_625a,Enhancement,1
gig_625b,Enhancement,2
gig_629b,Enhancement,1
gig_629c,Enhancement,1
gig_62b,Enhancement,1
gig_633c,Enhancement,1
gig_634d,Enhancement,2
gig_634i,Extension,1
gig_635d,Enhancement,3
gig_636c,Enhancement,2
gig_636d,Extension,1
gig_638i,Enhancement,5
gig_639a,Enhancement,1
gig_641c,Enhancement,1
gig_642,Enhancement,1
gig_646,Enhancement,2
gig_64b,Enhancement,1
gig_650,Enhancement,1
gig_651,Elaboration,1
gig_651,Enhancement,1
gig_658,Enhancement,1
gig_663,Enhancement,1
gig_664,Elaboration,1
gig_664,Extension,2
gig_666,Enhancement,2
gig_668,Enhancement,3
gig_66a,Enhancement,2
gig_66b,Enhancement,1
gig_675,Elaboration,1
gig_676,Enhancement,5
gig_677,Enhancement,2
gig_678a,Enhancement,2
gig_678b,Elaboration,1
gig_679,Enhancement,3
gig_67c,Extension,1
gig_680,Enhancement,1
gig_681,Enhancement,2
gig_683,Enhancement,2
gig_685,Enhancement,4
gig_686a,Enhancement,5
gig_687a,Enhancement,5
gig_691a,Enhancement,5
gig_692a,Enhancement,5
gig_693,Elaboration,1
gig_693,Enhancement,4
gig_694a,Enhancement,3
gig_696a,Enhancement,5
gig_69b,Enhancement,1
gig_6b,Enhancement,3
gig_70b,Enhancement,1
gig_710a,Extension,1
